timestamp,open,close,high,low,volume
2025-05-13 03:17:59,1746586800.0,1.33511,1.33516,1.336,1.33325
2025-05-13 03:18:00,1746601200.0,1.33453,1.33418,1.33538,1.33407
2025-05-13 03:18:00,1746604800.0,1.33416,1.33565,1.33595,1.33405
2025-05-13 03:18:00,1746608400.0,1.33569,1.33637,1.33665,1.33524
2025-05-13 03:18:00,1746612000.0,1.33633,1.33511,1.33633,1.33442
2025-05-13 03:18:00,1746615600.0,1.33512,1.33355,1.33566,1.33349
2025-05-13 03:18:01,1746619200.0,1.33352,1.33328,1.33384,1.33222
2025-05-13 03:18:01,1746622800.0,1.33329,1.33452,1.33505,1.33318
2025-05-13 03:18:01,1746626400.0,1.33452,1.33473,1.33572,1.33429
2025-05-13 03:18:01,1746630000.0,1.33473,1.33661,1.33675,1.33453
2025-05-13 03:18:01,1746633600.0,1.3366,1.33635,1.33707,1.33571
2025-05-13 03:18:01,1746637200.0,1.33633,1.33653,1.33764,1.33564
2025-05-13 03:18:01,1746640800.0,1.33655,1.3342,1.33663,1.33381
2025-05-13 03:18:02,1746644400.0,1.33422,1.33473,1.33509,1.33318
2025-05-13 03:18:02,1746648000.0,1.33473,1.33326,1.33484,1.33284
2025-05-13 03:18:02,1746651600.0,1.33324,1.33212,1.33521,1.32994
2025-05-13 03:18:02,1746655200.0,1.33216,1.32959,1.33223,1.32889
2025-05-13 03:18:02,1746658800.0,1.32961,1.32897,1.32972,1.32795
2025-05-13 03:18:02,1746662400.0,1.32863,1.32931,1.32944,1.32863
2025-05-13 03:18:03,1746666000.0,1.32933,1.32862,1.32943,1.3285
2025-05-13 03:18:03,1746669600.0,1.32864,1.32894,1.32947,1.32861
2025-05-13 03:18:03,1746673200.0,1.32897,1.3295,1.3306,1.32889
2025-05-13 03:18:03,1746676800.0,1.32947,1.33413,1.33436,1.32928
2025-05-13 03:18:03,1746680400.0,1.33419,1.33418,1.33511,1.33321
2025-05-13 03:18:03,1746684000.0,1.33416,1.3344,1.33558,1.33414
2025-05-13 03:18:04,1746687600.0,1.3344,1.33315,1.33466,1.33306
2025-05-13 03:18:04,1746691200.0,1.33313,1.33211,1.33319,1.33008
2025-05-13 03:18:04,1746694800.0,1.33205,1.32817,1.33217,1.32761
2025-05-13 03:18:04,1746698400.0,1.32817,1.32897,1.32909,1.32662
2025-05-13 03:18:04,1746702000.0,1.329,1.32654,1.32945,1.32605
2025-05-13 03:18:04,1746705600.0,1.32656,1.32748,1.32801,1.32604
2025-05-13 03:18:05,1746709200.0,1.32731,1.32623,1.32947,1.32613
2025-05-13 03:18:05,1746712800.0,1.3262,1.33252,1.33321,1.32409
2025-05-13 03:18:05,1746716400.0,1.33252,1.3323,1.33414,1.33182
2025-05-13 03:18:05,1746720000.0,1.33231,1.33344,1.33442,1.3323
2025-05-13 03:18:05,1746723600.0,1.33338,1.33081,1.33443,1.3306
2025-05-13 03:18:05,1746727200.0,1.33089,1.32835,1.33169,1.32724
2025-05-13 03:18:06,1746730800.0,1.32833,1.3265,1.32842,1.3261
2025-05-13 03:18:06,1746734400.0,1.3265,1.32573,1.32666,1.32451
2025-05-13 03:18:06,1746738000.0,1.32572,1.32504,1.32614,1.3248
2025-05-13 03:18:06,1746741600.0,1.32503,1.32435,1.32531,1.32356
2025-05-13 03:18:07,1746745200.0,1.32436,1.32431,1.32484,1.32365
2025-05-13 03:18:07,1746748800.0,1.3243,1.32455,1.32516,1.32404
2025-05-13 03:18:07,1746752400.0,1.32481,1.32494,1.32505,1.32441
2025-05-13 03:18:07,1746756000.0,1.32493,1.32384,1.32494,1.32325
2025-05-13 03:18:08,1746759600.0,1.32386,1.32391,1.32427,1.32185
2025-05-13 03:18:09,1746763200.0,1.32389,1.32248,1.32411,1.32232
2025-05-13 03:18:09,1746766800.0,1.32248,1.3233,1.32338,1.32111
2025-05-13 03:18:09,1746770400.0,1.32327,1.32306,1.32415,1.32291
2025-05-13 03:18:09,1746774000.0,1.32306,1.32355,1.32382,1.32299
2025-05-13 03:18:10,1746777600.0,1.32354,1.32407,1.3241,1.32228
2025-05-13 03:18:10,1746781200.0,1.32406,1.32413,1.32464,1.32333
2025-05-13 03:18:10,1746784800.0,1.32414,1.32616,1.32688,1.32406
2025-05-13 03:18:11,1746788400.0,1.32618,1.32693,1.32705,1.32532
2025-05-13 03:18:11,1746792000.0,1.32693,1.32677,1.32779,1.32612
2025-05-13 03:18:11,1746795600.0,1.32678,1.32679,1.32775,1.32622
2025-05-13 03:18:11,1746799200.0,1.3268,1.32755,1.32848,1.32647
2025-05-13 03:18:11,1746802800.0,1.32755,1.32846,1.32861,1.32717
2025-05-13 03:18:12,1746806400.0,1.32846,1.32862,1.32967,1.32829
2025-05-13 03:18:12,1746810000.0,1.32863,1.33035,1.33166,1.32833
2025-05-13 03:18:12,1746813600.0,1.33032,1.33147,1.33151,1.32926
2025-05-13 03:18:12,1746817200.0,1.33147,1.33062,1.33219,1.33041
2025-05-13 03:18:12,1746820800.0,1.33062,1.33141,1.33183,1.33012
2025-05-13 03:18:13,1746824400.0,1.3314,1.33142,1.33172,1.3309
2025-05-13 03:18:13,1746828000.0,1.33141,1.3311,1.33148,1.33021
2025-05-13 03:18:13,1746831600.0,1.33108,1.32981,1.33108,1.32959
2025-05-13 03:18:13,1747008000.0,1.32589,1.32672,1.32785,1.32521
