,ema_fast,ema_slow,rsi,macd,previous_loss,last_open_price,last_close_price,avg_loss_last_3
0,1.34935,1.35018,40.08927,-0.00083,0.0,0.0,0.0,0.0
error,Invalid payload format.,1760418578.3858073
error,Invalid payload format.,1760418581.1060152
error,Invalid payload format.,1760418586.1162007
error,Invalid payload format.,1760418591.1091979
error,Invalid payload format.,1760418596.1135597
error,Invalid payload format.,1760418601.1179
error,Invalid payload format.,1760418606.1103795
error,Invalid payload format.,1760418611.1331856
error,Invalid payload format.,1760418616.1161962
error,Invalid payload format.,1760418621.1272073
error,Invalid payload format.,1760418626.1170592
error,Invalid payload format.,1760418631.1205752
error,Invalid payload format.,1760418636.1291556
error,Invalid payload format.,1760418648.8909485
error,Invalid payload format.,1760418653.8817556
error,Invalid payload format.,1760418658.9006999
error,Invalid payload format.,1760418663.9094794
error,Invalid payload format.,1760418668.9465003
error,Invalid payload format.,1760418673.9405289
error,Invalid payload format.,1760418678.964744
error,Invalid payload format.,1760418683.9601626
error,Invalid payload format.,1760418688.9768457
error,Invalid payload format.,1760418693.9940765
error,Invalid payload format.,1760418699.0062912
error,Invalid payload format.,1760418704.0161536
error,Invalid payload format.,1760418709.0297775
error,Invalid payload format.,1760418714.0201292
error,Invalid payload format.,1760418719.007522
error,Invalid payload format.,1760418724.003889
error,Invalid payload format.,1760418729.0160735
error,Invalid payload format.,1760418734.0210369
error,Invalid payload format.,1760418739.0546067
error,Invalid payload format.,1760418744.0303113
error,Invalid payload format.,1760418749.0346303
error,Invalid payload format.,1760418753.9906101
error,Invalid payload format.,1760418759.025583
error,Invalid payload format.,1760418764.0423412
error,Invalid payload format.,1760418769.0292459
error,Invalid payload format.,1760418774.0381992
error,Invalid payload format.,1760418779.0599608
error,Invalid payload format.,1760418784.057319
error,Invalid payload format.,1760418789.0414748
error,Invalid payload format.,1760418794.093141
error,Invalid payload format.,1760418799.0985546
error,Invalid payload format.,1760418804.0920875
error,Invalid payload format.,1760418809.1126888
error,Invalid payload format.,1760418814.1113026
error,Invalid payload format.,1760418819.1156588
error,Invalid payload format.,1760418824.0945485
error,Invalid payload format.,1760418829.1065583
error,Invalid payload format.,1760418834.1018717
error,Invalid payload format.,1760418839.0757782
error,Invalid payload format.,1760418844.0963998
error,Invalid payload format.,1760418849.1063719
error,Invalid payload format.,1760418854.1323166
error,Invalid payload format.,1760418859.1009097
error,Invalid payload format.,1760418864.1150231
error,Invalid payload format.,1760418869.1675296
error,Invalid payload format.,1760418874.3207977
error,Invalid payload format.,1760418879.221095
error,Invalid payload format.,1760418884.1729949
error,Invalid payload format.,1760418889.1802444
error,Invalid payload format.,1760418894.1829157
error,Invalid payload format.,1760418899.2178617
error,Invalid payload format.,1760418904.1506307
error,Invalid payload format.,1760418909.2170646
error,Invalid payload format.,1760418914.1831853
error,Invalid payload format.,1760418919.2538307
error,Invalid payload format.,1760418924.180566
error,Invalid payload format.,1760418929.1855204
error,Invalid payload format.,1760418934.1955109
error,Invalid payload format.,1760418939.2941034
error,Invalid payload format.,1760418944.207566
error,Invalid payload format.,1760418949.2806973
error,Invalid payload format.,1760418954.2160206
error,Invalid payload format.,1760418959.2809117
error,Invalid payload format.,1760418964.2624388
error,Invalid payload format.,1760418969.2995906
error,Invalid payload format.,1760418974.240963
error,Invalid payload format.,1760418979.25175
error,Invalid payload format.,1760418984.262697
error,Invalid payload format.,1760418989.267098
error,Invalid payload format.,1760418994.2962034
error,Invalid payload format.,1760418999.2671983
error,Invalid payload format.,1760419004.781532
error,Invalid payload format.,1760419010.748523
error,Invalid payload format.,1760419014.2037127
error,Invalid payload format.,1760419019.2944536
error,Invalid payload format.,1760419024.2927902
error,Invalid payload format.,1760419029.2683108
error,Invalid payload format.,1760419034.3069243
error,Invalid payload format.,1760419051.3594093
error,Invalid payload format.,1760419054.1723738
error,Invalid payload format.,1760419059.1690693
error,Invalid payload format.,1760419064.1719332
error,Invalid payload format.,1760419069.1772025
error,Invalid payload format.,1760419074.178842
error,Invalid payload format.,1760419079.186791
error,Invalid payload format.,1760419090.9554439
error,Invalid payload format.,1760419095.9698415
error,Invalid payload format.,1760419100.9708796
error,Invalid payload format.,1760419105.9674573
error,Invalid payload format.,1760419110.9668322
error,Invalid payload format.,1760419115.9589338
error,Invalid payload format.,1760419120.977262
error,Invalid payload format.,1760419125.9599283
error,Invalid payload format.,1760419130.9781306
error,Invalid payload format.,1760419135.9854755
error,Invalid payload format.,1760419141.013175
error,Invalid payload format.,1760419145.9954076
error,Invalid payload format.,1760419150.9957366
error,Invalid payload format.,1760419156.0145435
