timestamp,open,close,high,low,volume
2025-05-13 03:18:40,1746586800.0,143.081,142.937,143.298,142.834
2025-05-13 03:18:40,1746601200.0,143.098,143.273,143.319,143.039
2025-05-13 03:18:40,1746604800.0,143.275,143.054,143.298,143.0
2025-05-13 03:18:40,1746608400.0,143.05,142.857,143.089,142.825
2025-05-13 03:18:40,1746612000.0,142.862,143.168,143.267,142.86
2025-05-13 03:18:41,1746615600.0,143.168,143.313,143.436,143.167
2025-05-13 03:18:41,1746619200.0,143.313,143.308,143.45,143.252
2025-05-13 03:18:41,1746622800.0,143.31,143.245,143.321,143.15
2025-05-13 03:18:41,1746626400.0,143.245,143.383,143.411,143.187
2025-05-13 03:18:41,1746630000.0,143.384,143.348,143.444,143.268
2025-05-13 03:18:41,1746633600.0,143.341,143.206,143.352,143.113
2025-05-13 03:18:42,1746637200.0,143.207,143.299,143.387,143.133
2025-05-13 03:18:42,1746640800.0,143.3,143.47,143.472,143.206
2025-05-13 03:18:42,1746644400.0,143.469,143.409,143.581,143.395
2025-05-13 03:18:42,1746648000.0,143.41,143.346,143.539,143.257
2025-05-13 03:18:42,1746651600.0,143.318,143.514,143.778,142.897
2025-05-13 03:18:43,1746655200.0,143.513,143.807,143.968,143.463
2025-05-13 03:18:43,1746658800.0,143.799,143.815,143.988,143.762
2025-05-13 03:18:43,1746662400.0,143.727,143.757,143.776,143.663
2025-05-13 03:18:43,1746666000.0,143.76,143.875,143.906,143.753
2025-05-13 03:18:44,1746669600.0,143.88,143.855,143.88,143.728
2025-05-13 03:18:44,1746673200.0,143.853,143.844,143.947,143.562
2025-05-13 03:18:44,1746676800.0,143.853,143.499,143.89,143.436
2025-05-13 03:18:45,1746680400.0,143.499,143.663,143.671,143.46
2025-05-13 03:18:45,1746684000.0,143.663,143.593,143.668,143.523
2025-05-13 03:18:46,1746687600.0,143.593,143.768,143.777,143.542
2025-05-13 03:18:46,1746691200.0,143.769,143.922,144.062,143.767
2025-05-13 03:18:46,1746694800.0,143.915,144.408,144.426,143.842
2025-05-13 03:18:46,1746698400.0,144.4,144.315,144.511,144.307
2025-05-13 03:18:47,1746702000.0,144.316,144.801,144.841,144.253
2025-05-13 03:18:47,1746705600.0,144.802,144.793,144.948,144.735
2025-05-13 03:18:47,1746709200.0,144.808,144.774,144.997,144.654
2025-05-13 03:18:47,1746712800.0,144.775,144.636,144.807,144.593
2025-05-13 03:18:47,1746716400.0,144.638,144.68,144.858,144.503
2025-05-13 03:18:48,1746720000.0,144.675,144.533,144.675,144.428
2025-05-13 03:18:48,1746723600.0,144.538,145.008,145.112,144.432
2025-05-13 03:18:48,1746727200.0,145.01,145.459,145.587,144.897
2025-05-13 03:18:48,1746730800.0,145.46,145.719,145.78,145.451
2025-05-13 03:18:48,1746734400.0,145.714,145.707,145.943,145.608
2025-05-13 03:18:48,1746738000.0,145.706,145.879,145.921,145.672
2025-05-13 03:18:49,1746741600.0,145.878,145.912,146.171,145.811
2025-05-13 03:18:49,1746745200.0,145.913,145.896,145.96,145.796
2025-05-13 03:18:49,1746748800.0,145.801,145.906,145.925,145.793
2025-05-13 03:18:49,1746752400.0,145.917,145.819,145.932,145.762
2025-05-13 03:18:49,1746756000.0,145.825,145.942,146.061,145.796
